Bin index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,Average bin PA,max RBS,Average RBS,Total fold,CAI,AAA codon count,GCA codon count,TTT codon count,FE window 1,FE window 2,FE window 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,12079,12505,1321,2818,3217,3387,4592,4738,5301,7211,8816,7752,7333,12040,6438,10329,12861,3291,11078,5407,8820,9022,10341,989,2405,11469,0.047676118,-2.311538462,-0.398717949,-19.61538462,0.49370771,0.269230769,0.346153846,0.461538462,-7.553846154,-7.307692308,-7.065384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1322,3329,9067,5259,11418,11092,6664,3463,11870,9495,6116,4635,10948,2029,4395,457,1454,2850,11530,8027,1714,4873,12830,6766,6624,10355,0.050794273,-2.792307692,-0.451442308,-18.95384615,0.538728758,0.384615385,0.461538462,0.615384615,-7.538461538,-7.346153846,-7.161538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,12588,9941,6764,9191,7592,10295,12236,9721,4908,9634,4361,6006,2753,6240,4449,12811,3982,8857,9655,10361,3148,6343,2349,12611,4152,6148,0.069283054,-2.696153846,-0.43125,-17.62307692,0.536282111,0.230769231,0.269230769,0.538461538,-7.338461538,-7.111538462,-6.765384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,577,9659,7470,6728,1062,799,10822,9854,8924,7255,6696,2131,6854,8409,1352,1738,6181,2663,9105,12431,9821,5017,9299,5546,7344,4606,0.054690674,-2.507692308,-0.358173077,-18.90384615,0.511347741,0.230769231,0.346153846,0.923076923,-7.619230769,-7.403846154,-7.123076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,7992,8979,11120,5792,7119,8308,3921,8022,6420,10383,2487,4890,7845,4384,5447,10422,11282,4984,4527,1246,1263,2012,1980,4495,10722,4413,0.050314039,-2.423076923,-0.346634615,-19.73846154,0.542743859,0.230769231,0.461538462,0.615384615,-7.942307692,-7.626923077,-7.630769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,12294,7009,2289,2633,3831,2955,6070,9955,5712,11441,11535,12440,11670,3164,5840,10685,4701,10440,9981,3444,5883,5116,556,2028,7115,11517,0.054093879,-2.519230769,-0.472596154,-19.39615385,0.549576984,0.307692308,0.230769231,0.5,-7.692307692,-7.326923077,-6.953846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2388,4789,12713,3120,3900,1480,12159,8620,1368,2483,2981,10159,6532,2885,6390,10429,12371,3169,8853,2174,947,2739,8774,9473,9396,7137,0.064269538,-3.042307692,-0.423717949,-18.72307692,0.526116581,0.461538462,0.384615385,0.230769231,-7.930769231,-7.469230769,-6.965384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2266,8721,11796,2578,5121,2170,5242,1408,3256,8900,4481,5050,9251,3703,4369,9505,8516,1692,6550,6422,3554,5198,6439,9506,5060,4311,0.046659729,-2.492307692,-0.411217949,-19.62307692,0.505210438,0.076923077,0.346153846,0.307692308,-7.880769231,-7.257692308,-6.961538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,9540,11420,11846,4944,2287,5668,1747,5565,10443,1628,3390,9909,6391,10811,8867,1419,8669,4352,4974,12297,12478,3705,12694,11312,6364,4831,0.049619548,-2.030769231,-0.275160256,-18.65384615,0.554291501,0.384615385,0.269230769,0.846153846,-7.45,-7.180769231,-6.915384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,12091,12213,1604,4677,4904,6810,10996,839,3375,5684,2179,5491,1612,12167,7019,8826,1712,4315,7122,8562,2675,1501,3947,5441,2786,4884,0.049695544,-2.538461538,-0.342467949,-19.20769231,0.536900915,0.230769231,0.307692308,0.423076923,-7.557692308,-7.480769231,-7.107692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3167,11769,5897,2002,6230,2281,2563,6688,1606,7083,12493,1313,7956,11081,10637,9149,8055,5715,2314,12467,2058,7720,9807,8209,6737,5906,0.065816087,-2.761538462,-0.511057692,-18.24615385,0.572623393,0.384615385,0.461538462,0.192307692,-8.3,-7.373076923,-6.965384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,747,10143,11658,4457,4489,6817,6309,6555,8557,11997,6826,5199,5550,6407,4231,4080,12044,5189,2432,10251,12898,8363,2395,7468,3342,11871,0.048791173,-2.538461538,-0.361698718,-18.68076923,0.565930183,0.576923077,0.269230769,0.769230769,-7.55,-7.226923077,-6.961538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,6051,6942,3741,7356,2049,6605,12241,11891,4394,10145,4076,10790,12116,9818,5304,2665,952,12860,8830,12876,9134,6637,6203,9441,11753,12723,0.046595667,-2.646153846,-0.471474359,-18.52307692,0.526247686,0.307692308,0.346153846,0.769230769,-7.246153846,-7.169230769,-6.823076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,5724,1483,9996,1721,2157,9703,8069,12223,12145,11529,2927,12724,7908,1609,7054,9974,12787,3941,4268,10630,4054,1305,3200,9852,8793,4436,0.049378136,-2.669230769,-0.360737179,-18.19230769,0.583120362,0.076923077,0.269230769,0.730769231,-7.611538462,-7.234615385,-6.980769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,5704,9596,5733,5410,6362,4936,9590,8843,9919,2714,4380,6675,8311,933,12110,3399,1218,8834,972,12756,5768,1555,8609,12367,8158,2651,0.062657803,-2.915384615,-0.596153846,-19.63846154,0.554636322,0.461538462,0.346153846,0.461538462,-7.592307692,-7.326923077,-7.092307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1837,3333,2737,7089,9925,2591,12442,12847,2738,11446,11627,7745,482,6507,5331,2350,1831,1383,975,1036,10339,4188,3846,7542,9931,5996,0.057172197,-2.842307692,-0.41875,-18.71153846,0.556577552,0.538461538,0.230769231,0.884615385,-8.288461538,-7.569230769,-7.080769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,4847,7306,440,2730,454,6997,7708,5286,2729,9012,9514,444,3710,6083,674,3796,12695,2709,8957,10123,3077,4843,3960,2386,6524,5604,0.060137644,-2.573076923,-0.475961538,-19.10384615,0.54527615,0.653846154,0.307692308,0.384615385,-7.765384615,-7.388461538,-6.876923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,10809,8316,12481,8958,11536,12416,9324,12394,1186,9399,10244,1949,1126,1350,662,2872,11250,2332,2337,7423,12392,12540,2182,2782,9924,2453,0.153072561,-2.880769231,-0.607211538,-19.23846154,0.560838784,0.384615385,0.115384615,0.038461538,-8.173076923,-7.469230769,-6.961538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2052,1564,6129,12195,11252,8990,7124,10590,8196,5776,9123,9173,5227,12147,2535,6985,9159,8490,2574,12692,1059,3422,11253,3524,7692,7034,0.059912452,-2.788461538,-0.481410256,-20.27692308,0.565615595,0.153846154,0.346153846,0.730769231,-7.930769231,-7.361538462,-7.003846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,11357,12844,874,1047,1159,10274,8688,6659,3934,2335,12003,3260,4218,6167,7464,7125,3903,4521,7525,12567,8678,8049,6502,9542,2839,7928,0.069780164,-2.542307692,-0.477083333,-18.74230769,0.542263441,0.692307692,0.230769231,0.615384615,-7.761538462,-7.419230769,-7.134615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7818,7839,7875,7897,8164,8165,8167,8272,8307,8325,8377,8392,8428,8487,8492,8493,8535,8549,8964,9014,9038,9184,9225,9226,9367,9379,0.024666667,-2.969230769,-0.607371795,-18.96153846,0.56352778,0.115384615,0.423076923,0.692307692,-8.719230769,-7.188461538,-7.123076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1374,7571,1695,3264,7094,4467,6916,3109,2288,10890,8864,8126,12773,6011,7666,11010,2398,2518,11553,7605,3382,9613,11903,6705,7533,11507,0.035779021,-2.861538462,-0.523878205,-19.09615385,0.529989543,0.115384615,0.346153846,0.653846154,-8.142307692,-7.357692308,-6.892307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1827,1841,1881,1909,1935,1937,2050,2057,2094,2105,2113,2137,2146,2155,2196,2206,2241,2245,2284,2301,2315,2318,2333,2347,2357,2358,0.098884186,-3.157692308,-0.616826923,-21.49615385,0.586049522,0.115384615,0.307692308,0.461538462,-11.04615385,-8.2,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6085,12714,4822,9888,6695,12494,7617,5924,12503,4214,7946,11505,2919,8094,11009,6395,12386,2726,9599,7273,4953,4709,1252,7703,1686,11399,0.03243245,-3.111538462,-0.569230769,-17.96538462,0.568221269,0.384615385,0.269230769,0.346153846,-7.657692308,-7.142307692,-6.788461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,11174,1205,9679,6367,1386,8751,9272,1898,731,5348,4288,9881,1177,2833,9050,12762,9192,7734,2145,2814,1946,7990,6483,3693,9116,2603,0.05224578,-2.776923077,-0.495833333,-19.71153846,0.551908061,0.423076923,0.230769231,0.576923077,-8.061538462,-7.523076923,-7.165384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,4317,6657,8641,5631,7473,6731,571,5750,4376,10739,7439,938,1375,5925,2219,5313,11888,570,9094,4689,2722,10306,4476,12341,10239,2732,0.0473144,-3.226923077,-0.657852564,-19.04615385,0.536279114,0.269230769,0.115384615,0.769230769,-7.469230769,-7.303846154,-6.892307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3523,3539,3548,3569,3595,3600,3606,3627,3713,3735,3743,3762,3764,3790,3874,3930,3989,4010,4056,4058,4069,4071,4078,4108,4116,4124,0.031342706,-2.373076923,-0.348237179,-18.32307692,0.556283423,0.153846154,0.230769231,0.5,-7.092307692,-6.9,-6.542307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,10778,12885,8306,5770,10539,9697,2568,12173,10622,3842,11195,3792,5495,10933,4502,5455,8457,9813,1768,5771,6667,4330,10649,5080,11183,7644,0.049583718,-2.646153846,-0.469391026,-18.78076923,0.542019915,0.384615385,0.346153846,0.615384615,-7.661538462,-7.046153846,-6.857692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,3909,4428,8086,1857,4439,2401,8789,6341,6757,2292,2523,1424,11510,1072,10336,11176,9771,8607,6701,2805,12796,6223,7086,4585,8048,5202,0.046702063,-2.515384615,-0.393910256,-19.29615385,0.518904396,0.307692308,0.230769231,0.269230769,-8.111538462,-7.334615385,-6.869230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,11408,12336,5382,12642,12030,8104,6557,627,11783,9385,7204,9733,2935,6863,2901,1902,537,9097,6872,1391,3897,9857,10825,6609,12300,12317,0.06533914,-3.111538462,-0.527724359,-17.72692308,0.554427815,0.769230769,0.269230769,0.461538462,-7.646153846,-7.276923077,-6.857692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,9411,4346,1786,12256,11750,510,5822,2945,4576,10469,9680,10326,5332,3672,3586,5898,4356,11500,3522,11101,5690,12085,1481,1739,7236,1596,0.048139004,-2.392307692,-0.425480769,-18.98846154,0.546247397,0.384615385,0.307692308,0.615384615,-7.326923077,-7.169230769,-6.788461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,9213,4316,3456,3964,4899,12805,3592,11923,9477,1373,11207,7292,6848,8441,12068,12870,4227,3584,8332,6560,4568,5995,8602,9989,3745,11340,0.051081207,-2.55,-0.391987179,-18.58846154,0.548671254,0.307692308,0.153846154,0.730769231,-7.246153846,-7.069230769,-6.769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1600,1925,6209,10025,8895,11243,2804,7995,8966,5277,5270,5794,5440,2570,9579,2822,7844,11046,3714,12242,11917,8372,8837,10465,12727,10506,0.050252526,-2.707692308,-0.448717949,-19.93461538,0.531326128,0.153846154,0.230769231,0.423076923,-7.665384615,-7.203846154,-6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4725,12683,3131,1453,9668,9994,4118,7619,8656,12538,12530,2343,6921,11950,5581,8424,9606,4103,803,4416,4781,5521,6413,7663,8054,12211,0.029083402,-2.65,-0.444391026,-18.7,0.552893149,0.115384615,0.423076923,0.692307692,-7.692307692,-7.223076923,-7.015384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,6886,1616,5360,6176,11761,11113,816,1761,3258,2060,11226,8909,9520,5368,2551,12453,6735,8097,11230,5609,10448,11331,2495,12429,12592,9415,0.047081103,-2.553846154,-0.408974359,-19.23846154,0.518158481,0.269230769,0.269230769,0.730769231,-7.7,-7.353846154,-7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,12366,12374,12404,12405,12406,12413,12428,12447,12455,12460,12487,12488,12489,12522,12563,12564,12582,12583,12584,12590,12602,12604,12606,12629,12635,12654,0.063983218,-2.646153846,-0.492948718,-18.77692308,0.499473446,0.192307692,0.653846154,0.461538462,-6.9,-6.9,-6.503846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3415,7797,8644,11514,11646,12422,3721,4197,1354,11032,2225,7382,7796,3791,5129,743,1731,9195,7709,4829,9452,6268,10628,4629,6663,9600,0.030926884,-3.653846154,-0.680128205,-20.03461538,0.535698679,0.230769231,0.269230769,0.307692308,-7.753846154,-7.211538462,-6.992307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,4932,5575,6399,11636,3879,7151,5650,12697,12438,5188,11350,7300,10678,3690,7606,6610,11934,5782,10859,4383,5848,810,9816,6947,4513,818,0.066762865,-3.019230769,-0.555929487,-19.02692308,0.563959125,0.423076923,0.384615385,0.5,-7.373076923,-7.196153846,-7.019230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,8517,5912,9923,4163,1196,11703,2442,4734,4073,3316,11432,5423,7087,3959,10550,11882,1942,829,9553,1716,3925,11298,1393,9893,3827,5852,0.047994324,-2.880769231,-0.493910256,-19.26538462,0.541352694,0.307692308,0.346153846,0.769230769,-7.703846154,-7.346153846,-6.938461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,0.043886352,-2.169230769,-0.268910256,-20.68846154,0.554965355,0.461538462,0.230769231,0.653846154,-9.05,-9.092307692,-8.807692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11698,2855,2307,10521,2093,9522,8238,11027,4097,6506,3772,4210,11804,11111,11293,434,1776,8262,3924,1362,3965,6415,6852,8195,230,322,0.027965831,-2.988461538,-0.53974359,-18.79615385,0.60157032,0.461538462,0.230769231,0.846153846,-7.723076923,-7.038461538,-6.765384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,11352,5006,9728,2040,11700,7313,3226,1295,4031,5138,7973,11508,3380,7765,9325,3299,3537,9330,12165,1895,7950,6002,1095,9129,12137,649,0.052849609,-2.819230769,-0.50400641,-19.45769231,0.547523478,0.615384615,0.153846154,0.230769231,-7.934615385,-7.388461538,-6.988461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,7336,5503,7281,12094,9758,9317,11751,8863,2611,5669,6958,11609,8995,686,9942,6033,9939,9744,6242,559,7168,10815,9356,12056,2243,3082,0.053199712,-2.419230769,-0.393910256,-20.06923077,0.53497138,0.192307692,0.384615385,0.461538462,-7.419230769,-7.288461538,-7.061538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,12768,6567,11212,5105,12882,10480,10290,6191,8978,10743,9323,10328,4465,1279,12810,5000,10194,8777,2048,2120,7713,10701,2305,6638,6992,1461,0.052911108,-2.834615385,-0.511858974,-20.39230769,0.520386671,0.461538462,0.230769231,0.692307692,-7.719230769,-7.234615385,-6.907692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,705,3451,4764,5178,7345,7804,12086,12120,5058,9416,7001,8545,3671,5290,7067,1574,12650,1919,6054,2369,7671,2698,9627,6704,4799,11374,0.031599658,-3.073076923,-0.536538462,-19.35769231,0.528171552,0.269230769,0.384615385,0.461538462,-7.85,-7.261538462,-6.934615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,9209,9267,9311,9376,9387,9406,9426,9478,9510,9515,9719,9732,9737,9783,9794,9831,9866,9895,10017,10027,10080,10088,10119,10265,10289,10300,0.063983218,-2.934615385,-0.543910256,-19.04615385,0.521092424,0.730769231,0.269230769,0.346153846,-7.011538462,-6.942307692,-6.623076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,9336,1753,4524,1727,11550,7751,8827,6935,928,7065,9295,2280,9718,10337,12191,8120,9301,3935,4232,4119,1474,8394,10005,11206,9715,10245,0.053531063,-3.565384615,-0.708974359,-19.11538462,0.570284846,0.384615385,0.230769231,0.576923077,-7.657692308,-7.219230769,-6.857692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3173,4219,5803,6359,7569,12698,4797,4849,1282,7848,11635,985,8618,7693,3139,12616,725,3138,3442,3533,11094,3035,9059,3020,3105,7940,0.136431266,-2.884615385,-0.504487179,-18.67692308,0.598477186,0.230769231,0.461538462,0.653846154,-7.838461538,-7.415384615,-7.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,7521,7608,7610,7643,7725,7727,7732,7743,7772,7817,7820,7878,7929,7931,7952,7969,8142,8163,8170,8183,8265,8267,8310,8313,8322,8421,0.031342706,-3.380769231,-0.684935897,-20.42692308,0.572806703,0.346153846,0.346153846,0.346153846,-9.480769231,-7.2,-7.161538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,6791,6941,9581,12777,12545,9018,11980,4597,2886,6819,9622,6952,12255,12411,1994,9602,9345,12345,9701,11645,1469,4692,2881,11606,2991,11733,0.028396154,-3.557692308,-0.676282051,-18.43461538,0.57416193,0.076923077,0.423076923,0.576923077,-7.3,-7.184615385,-6.834615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11020,5297,6421,2167,1777,10451,5253,9979,11026,9625,3472,1803,4137,148,437,490,534,583,586,602,615,618,665,678,721,744,0.031317874,-2.446153846,-0.387179487,-19.20769231,0.509064118,1.038461538,0.192307692,0.615384615,-7.903846154,-7.657692308,-7.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,4338,4191,11276,12669,1113,8328,6091,12304,2871,1085,12585,9699,3615,5718,2462,1507,8579,10360,3744,9237,11489,12270,5863,10149,2712,4113,0.05620429,-2.634615385,-0.471794872,-19.23461538,0.551425756,0.423076923,0.423076923,0.615384615,-7.461538462,-7.311538462,-6.826923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,8381,4459,6910,2942,926,11421,5305,8138,1737,436,10373,6614,853,1318,1234,4714,4292,10082,6746,10848,12417,1662,6874,8798,8720,8918,0.050933058,-2.369230769,-0.414903846,-18.48461538,0.513309188,0.307692308,0.153846154,0.692307692,-7.619230769,-7.4,-7.230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10172,10204,10220,10223,10227,10258,10272,10273,10283,10398,10496,10503,10535,10563,10572,10642,10680,10803,10831,10854,10883,10917,10943,11053,11064,11112,0.031342706,-2.969230769,-0.561217949,-18.51538462,0.501516913,0.384615385,0.269230769,0.307692308,-6.9,-7.030769231,-6.853846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,911,970,1045,1139,1148,1173,1209,1219,1269,1286,1302,1308,1398,1399,1588,1632,1797,1863,1866,1929,1930,1934,1940,2054,2056,2065,0.063983218,-3.311538462,-0.597916667,-19.56923077,0.552206562,0.192307692,0.307692308,0.384615385,-9.253846154,-8.111538462,-7.273076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,3257,3670,12596,10882,4751,9482,7821,6808,7460,7573,11332,6114,4142,9990,12210,12045,8175,6137,3457,12298,10459,12815,5809,8706,2463,3674,0.046285711,-2.792307692,-0.421794872,-18.78846154,0.520459431,0.384615385,0.384615385,0.5,-7.5,-7.103846154,-6.734615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3476,3497,3498,3514,3544,3701,3779,3943,3951,3966,3969,3992,4036,4044,4140,4149,4225,4251,4371,4406,4473,4522,4564,4600,4607,4615,0.098884186,-2.330769231,-0.386378205,-19.54230769,0.589038463,0.346153846,0.384615385,0.461538462,-6.992307692,-6.988461538,-6.726923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,6469,6476,6551,6558,6604,6742,6768,6818,6882,6906,7085,7184,7200,7212,7286,7359,7374,7376,7405,7430,7435,7515,7516,7517,7587,7590,0.063983218,-2.661538462,-0.466185897,-18.90769231,0.575829372,0.423076923,0.307692308,0.269230769,-7.484615385,-7.353846154,-7.457692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,4483,4511,4555,4567,4598,4609,4654,4720,4730,4739,4761,4864,4881,4911,4929,4931,4956,4965,5015,5026,5029,5108,5135,5154,5155,5156,0.063983218,-2.396153846,-0.330288462,-18.97692308,0.520818794,0.307692308,0.192307692,0.384615385,-7.469230769,-6.980769231,-6.807692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10604,11199,3292,6508,9220,9283,9431,9346,1194,718,4345,6544,527,2531,3730,8852,9559,9954,539,6354,8575,10081,955,6026,9773,11093,0.02732314,-2.534615385,-0.405769231,-18.02692308,0.561018792,0.576923077,0.307692308,0.346153846,-7.496153846,-7.334615385,-6.919230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,10338,6145,6227,3647,3471,6272,4158,8842,1043,6443,1326,7291,12268,11688,1736,11721,5308,1206,7303,5614,2147,12369,7665,611,12420,6861,0.054371778,-2.611538462,-0.401121795,-19.15384615,0.523619255,0.307692308,0.153846154,0.769230769,-7.576923077,-7.311538462,-6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10597,1014,11403,6936,2748,12745,4534,11979,226,12823,8534,12533,8171,6672,8188,4550,2925,3535,11359,5596,6329,4079,8129,3344,8144,5516,0.034930905,-4.123076923,-0.898237179,-18.87307692,0.591037809,0.461538462,0.346153846,0.538461538,-7.569230769,-7.073076923,-6.811538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,8803,6721,7560,11326,10635,1734,12132,1003,3581,804,12806,6790,5417,6912,8668,8359,1084,1764,11643,8395,4430,6067,2038,7825,10658,3863,0.047722901,-2.723076923,-0.498076923,-19.06153846,0.550120152,0.423076923,0.269230769,0.653846154,-7.846153846,-7.296153846,-7.111538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,4618,4642,4671,4680,4698,4721,4733,4749,4762,4845,4861,4867,4878,4887,4905,4906,4907,4917,4919,4920,4922,4923,4924,4943,4986,4987,0.098884186,-2.569230769,-0.474519231,-19.47692308,0.512399789,0.153846154,0.230769231,0.538461538,-7.434615385,-7,-7.238461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4091,6824,8825,1583,4134,5418,1638,1493,7579,10752,5310,5928,5350,11691,12328,2435,5273,12118,11952,11599,6459,9154,6014,12105,3330,12038,0.04485789,-2.969230769,-0.544551282,-19.25384615,0.558786565,0.5,0.192307692,0.615384615,-7.388461538,-7.165384615,-6.773076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,7790,8922,3066,6317,8137,8187,847,6017,3209,1170,3052,8514,3474,8197,3054,6269,9068,6310,11085,3579,11460,7431,10968,11001,9316,884,0.130335519,-2.857692308,-0.443108974,-18.79230769,0.607670433,0.692307692,0.346153846,0.576923077,-7.896153846,-7.357692308,-6.942307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,703,8438,6133,5612,5846,3004,12618,1671,6956,9551,10303,4596,10737,3543,11254,10340,497,8962,2440,8201,10736,670,582,9883,12515,1447,0.066464444,-2.911538462,-0.587339744,-17.80769231,0.584324746,0.576923077,0.230769231,0.5,-7.680769231,-7.380769231,-6.976923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,10199,1021,10763,12161,9993,10418,2437,2613,12866,10347,2149,523,8021,4318,3320,10173,5677,6650,12819,7903,11964,9200,3972,576,12740,2203,0.058046313,-2.615384615,-0.492307692,-18.87307692,0.585819253,0.807692308,0.269230769,0.384615385,-7.857692308,-7.330769231,-6.819230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4161,4198,4245,4275,4276,4293,4320,4329,4341,4355,4407,4409,4417,4445,4447,4500,4503,4566,4599,4611,4633,4687,4694,4719,4731,4735,0.031342706,-2.796153846,-0.423397436,-18.38076923,0.503267135,0.269230769,0.576923077,0.538461538,-6.9,-7.103846154,-7.134615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,8555,5562,8229,1031,2311,12575,3861,11781,483,11240,10908,12597,647,3994,4271,3381,7239,8876,7757,1199,3877,6845,11956,8812,8454,5147,0.067722275,-3.211538462,-0.564583333,-18.63846154,0.548877525,0.423076923,0.538461538,0.653846154,-8.065384615,-7.3,-6.926923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2683,11372,3214,2766,10987,8931,7646,9789,1592,9714,12325,5710,1735,6543,11582,12462,2326,3659,6529,6923,7156,7556,10814,981,961,1573,0.068126977,-3.023076923,-0.487179487,-17.75384615,0.562689072,0.192307692,0.153846154,1.076923077,-7.815384615,-7.419230769,-7.019230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,5299,7808,7834,5831,6538,4448,1885,5997,1273,3191,7824,12765,520,3896,6783,8946,11604,8759,7058,1349,9929,538,5475,12049,5881,6151,0.056654124,-2.776923077,-0.444230769,-19.23461538,0.521136271,0.615384615,0.461538462,0.538461538,-7.707692308,-7.261538462,-6.865384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6249,6290,6297,6316,6323,6373,6388,6444,6461,6462,6500,6531,6623,6641,6673,6681,6686,6694,6758,6806,6811,6825,6887,6938,6986,7017,0.031342706,-3.296153846,-0.572275641,-18.85384615,0.568524571,0.384615385,0.384615385,0.5,-7.226923077,-7.2,-7.169230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,7611,12360,6397,8753,5011,8077,2691,12855,5744,9465,1912,12576,4098,12671,9569,2929,4704,4640,10730,3594,3996,11268,1557,7170,3684,4518,0.054987167,-2.584615385,-0.566185897,-18.88076923,0.579379083,0.346153846,0.230769231,0.653846154,-7.55,-7.288461538,-7.215384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,8367,8658,11405,1992,10221,2623,4366,8360,4650,1409,8356,1422,4545,12775,11552,447,7355,11866,1765,8591,12327,9359,3383,684,3942,5807,0.055266204,-2.676923077,-0.494230769,-19.30384615,0.567238211,0.692307692,0.153846154,0.615384615,-7.719230769,-7.330769231,-6.888461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
